,Question,reponse,type
479,حبوب على القضيب تسبب الحكة وانا استعمل حاليا كريم لاميزيل لكن كل مره تذهب الحبوب لكن تعود مره اخرى ما الحل . علماً بانها بدات منذ حوالي الشهرين واكثر,لازمها فحص بالعيادة,الأمراض الجلدية
480,عندي حبة تحت الابط بدون راس كانت تألمني قبل أيام ولكن الا اختفى الالم لكن حبة لازالت موجودة ماذا افعل وهل هذا خطير ؟,لازم معاينه,الأمراض الجلدية
481,والدتي مريضة سرطان وبتاخد حبوب علاج الكيماوي وفي مرة اثناء فتحي لعلبة دواء جديدة كان في كبسولة مفتوحة وتطاير بودرة من العلبة على يدي ولم انتبه لكن بعد مرور ساعات كان هناك بداية احمرار في جزء من اليد والوجه لكن الوجه اكثر تحول لحروق سطحية او مثل الاكزيما تواصلت مع طبيبي نصحني باستخدام fucicort,"أتمنى لك السلامة، وأود الإشارة إلى إمكانية استخدام كريم فيوسيكورت كما تم وصفه من قبل الطبيب لعلاج مشكلة تهيج الجلد الناجمة عن ملامسة الدواء للجلد، ولا داعي للقلق فلن يكون للدواء آثار سلبية خطيرة، وسوف تقتصر الآثار السلبية على تهيج الجلد، ولكن في حال ملاحظة عدم تحسن الجلد بعد يومين من استخدام الكريم، أنصحك بمراجعة الطبيب للتأكد من عدم تطور عدوى في المنطقة أو الحاجة لوصف دواء آخر.
 
يمكنك أيضًا اتباع النصائح التالية التي قد تساهم في تسريع شفاء الجلد بعد التهيج:

غسل المنطقة التي تعرضت للدواء بالماء الجاري جيدًا.
تجنب تعريض المنطقة المتهيجة للشمس أو الحرارة.
إمكانية تطبيق أحد الكريمات المخصصة لعلاج الحروق.
تجنب تطبيق أي من الكريمات بالقرب من العين.
تجنب ملامسة حبة الدواء باليد مرة أخرى.

",الأمراض الجلدية
482,اعاني من حساسيه في رقبتي لها شهر دحين ابدت بحبو حمرا صغيره ودحين بعد فتره صارت المنطقه تحرقني وخشنه مرا وفي حكة شديده بكل جسمي بوجهي وجسمي كلو مع اني ارطب فاليوم اكثر من مره,تحسس الجلد فى منطقة الرقبة له أسباب عديدة ربما من أشهرها ارتداء بعض المشغولات الذهبية او الفضيه وغيرها وربما يكون بسبب الملابس أيضا والعلاج هنا يقتصر على تحديد السبب ثم التوقف عن استعماله ويمكن ان استخدام بعض الكريمات مثل هيدروكورتيزون لمدة اسبوع لكن المثير هنا هو وجود الحكه بالجسم كله وهو مايستبعد مسألة التحسس الموضعى غالبا لذلك ننصح برؤية الطبيب فى أقرب وقت لعمل فحص شامل الجلد ووصف العلاج المناسب,الأمراض الجلدية
483,اعانى من صدفيه اظافر القدم منذ ٦ سنوات استخدامت كافه انواع الدواء موضعيه وعن طريق الفم وحقن الميثوتريكسات لم يحدث اى تحسن علما بأني اعانى من مشكله ف القولون أعراضه كل فتره مش ملازم دايما فهل يمكن هناك ربط بينهم ارجو الافاده والدعاء بالشفاء لى انا وكل مريض,يمكن ان ترتبط الصدفية بامراض اخرى مثل امراض الجهاز الهضمى,الأمراض الجلدية
484,لو سمحتوا انا انجرحت في انفي ؛ ولكن بعد ما التئم الجرح ؛ تبقى اثر كما موضح في الصورة ؛ وهذا الاثر صار له سنتين مش راضي يروح ؛ لو سمحتوا شو اعمل او شو استخدم له ؛ ويحتاج ليزر ؟,ليزر فراكشونال,الأمراض الجلدية
485,يظهر لي حبوب فقاعيه في باطن قدمي و فخذ وأشعر في حكه بسببها ذهبت الى دكتورة ووصفت لي كريم فوسدين و كريم حرق و مطهر لكن لم تفد معي وعدت لها واخبرتي انها لا تعرف حل للمشكة,لازم معاينه بالعياده,الأمراض الجلدية
486,تعرضت للاصابه فى وجه بالاظافر منذ 3 اعوام و عملت جلستين ليزر منذ عام تقريبا و و لسه الخربوش موجود و انا الان استعمل (اسكارو جيل) منذ 10 ايام ولا يعمل اي نتيجه و استشارت احد الأطباء و قالى ان الاسكارو جيل للجرح الجديد وليس القديم و مش عارف اعمل اي,كمل جلسات ليزر فراكشونال,الأمراض الجلدية
487,انا صار لي فتره السره فيها مثل الشعر المتجمع كنت اضن انه اثار الخياطه لكن اكتشفت انه اوساخ متراكمه نظفت بعض منه و الى الان متبقي منه هل هناك محلول او كريم موضعي يتم وضعه عند تنظيف السره؟ لاني استخدمت الحكول فقط لكن هناك رائحه لم تزل,"بالماء والصابون اليومي فقط
كل يوم مرتين
ضروري
ولاداعي
لاي
محلول",الأمراض الجلدية
488,ظهور بقع باللون البني الفاتح على الرقبة وعلى كف يداي اشعر في الحكة احيانا ليس دائما,"قد يلاحظ البعض ظهور بقع بنية على الرقبة بصورة مفاجئة وبدون أي سابق إنذار، وقد يرافق هذه البقع البنية على الرقبة أعراض أخرى مثل الحكة وغيرها، إلا أنه لا يمكن تحديد أي من هذه الأسباب دون أن يتم تقييم الأعراض والحالة من قبل الطبيب المختص عن طريق الفحص السريري، وذلك لاستبعاد أي من الأسباب المحتملة التالية:

الكلف.
الصدفية، أو الإكزيما.
الإصابة بالتهاب الجلد التماسي.
الإصابة بأحد أنواع سرطان الجلد.
الذئبة.
الحروق من الشمس.
الإصابة بمرض السكري الذي لم يتم تشخيصه، أو لم يتم علاجه.
العدوى الفطرية التي تصيب الجلد، بما في ذلك ما يلي:


النخالية المبرقشة.
السعفة.
المبيضات.

ينصح بضرورة مراجعة الطبيب خاصة في حال ظهور أي من الأعراض التالية:

المعاناة من حالة صحية مزمنة.
التغير في لون البقع البنية بسرعة.
التغير في حجم البقع البنية.
الأعراض التي ترافق البقع البنية.

",الأمراض الجلدية
